Order_ID,Order_Date,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Revenue,Cost,Profit
ORD107730,15-07-2023,South America,Toys,Drone,2,165.96,0.3,232.344,362.01,-129.666
ORD111302,21-02-2023,Europe,Home,Lamp,10,156.19,0.1,1405.71,1570.99,-165.28
ORD107393,15-10-2023,South America,Home,Blender,50,185.17,,,8794.68,
ORD103648,30-11-2023,North America,Home,Vacuum,100,417.58,0.2,33406.4,32206.39,1200.01
ORD110394,02-02-2023,Europe,Home,Lamp,100,499.56,,,53190.27,
ORD102767,25-04-2023,South America,Home,Vacuum,2,63.83,0.1,114.894,145.63,-30.736
ORD107792,05-01-2023,North America,Books,Biography,5,76.66,0.05,364.135,395.37,-31.235
ORD111848,24-04-2023,North America,Toys,Doll,1,83.36,0.3,58.352,81.07,-22.718
ORD109196,16-07-2023,Asia,Books,Biography,50,424.68,0.05,20172.3,24504.86,-4332.56
ORD108651,26-12-2023,Europe,ELECTRONICS,Unknown,50,133.47,,,7003.31,
ORD107080,09-09-2023,Europe,Home,Lamp,100,6.69,0,669,710.66,-41.66
ORD106289,31-01-2023,Africa,Toys,Puzzle,10,350.82,0.1,3157.38,4133.75,-976.37
ORD105218,08-06-2023,Africa,Electronics,Laptop,5,194.94,,,892.79,
ORD109675,03-07-2023,South America,Toys,Drone,2,199.59,0.1,359.262,398.08,-38.818
ORD104553,21-05-2023,Europe,Home,Lamp,5,238.38,0.2,953.52,1066.34,-112.82
ORD104030,2023-13-40,North America,Electronics,Headphones,10,162.54,0.2,1300.32,1537.64,-237.32
ORD101508,09-10-2023,Asia,Books,Self Help,5,271.22,0.05,1288.295,991.38,296.915
ORD109219,16-03-2023,Africa,books,Unknown,50,190.45,,,7628.43,
ORD101160,02-07-2023,Africa,Clothing,Jeans,100,271.93,0,27193,21531.65,5661.35
ORD105077,28-03-2023,South America,Electronics,Smartphone,3,447.8,0.1,1209.06,1061.93,147.13
ORD110470,24-12-2023,Africa,Toys,Drone,10,483.47,0,4834.7,5378.9,-544.2
ORD101162,19-07-2023,Asia,Books,Self Help,5,20.36,0.2,81.44,104.59,-23.15
ORD108667,30-07-2023,Asia,Electronics,Smartphone,50,331.6,,,14664.24,
ORD102806,05-11-2023,Europe,Books,Self Help,3,254.42,,,873.65,
ORD100084,19-12-2023,North America,Electronics,Camera,50,129.53,,,6161.67,
ORD108026,2023-13-40,North America,Home,Cookware,10,427.84,0.05,4064.48,4682.23,-617.75
ORD107463,26-09-2023,North America,Toys,Doll,2,112.99,0.3,158.186,244.71,-86.524
ORD104936,03-05-2023,Asia,Toys,Doll,2,491.94,,,789.24,
ORD101340,07-07-2023,Europe,Clothing,Shoes,5,300.58,,,1298.99,
ORD110295,21-04-2023,North America,Books,Biography,5,470.44,0.2,1881.76,2075.58,-193.82
ORD110504,20-11-2023,Europe,Toys,Puzzle,100,137.81,0.3,9646.7,10960.8,-1314.1
ORD109059,27-06-2023,Asia,Electronics,Headphones,3,98.6,0.05,281.01,276.9,4.11
ORD109195,28-11-2023,North America,Books,Biography,2,365.7,0.1,658.26,744.26,-86
ORD103555,29-11-2023,South America,Electronics,Headphones,100,182.92,0,18292,21762.76,-3470.76
ORD101455,24-01-2023,Asia,Toys,Doll,10,291.91,0.1,2627.19,2682.36,-55.17
ORD111218,15-09-2023,Asia,Home,Vacuum,10,298.02,0.05,2831.19,2087.73,743.46
ORD102040,16-12-2023,North America,Home,Vacuum,50,305.3,0,15265,18098.64,-2833.64
ORD102379,18-11-2023,South America,Home,Vacuum,5,104.77,,,393.61,
ORD100509,15-01-2023,South America,books,Unknown,100,45.95,0.2,3676,5400.65,-1724.65
ORD105571,03-12-2023,South America,ELECTRONICS,Unknown,5,320.81,0.2,1283.24,1587.15,-303.91
ORD109170,24-06-2023,Europe,Toys,Doll,1,307.33,,,337.88,
ORD101395,04-09-2023,Africa,Toys,Board Game,5,229.8,0.2,919.2,1206.59,-287.39
ORD101832,05-01-2023,South America,Toys,Doll,1,313.43,0.05,297.7585,244.3,53.4585
ORD104432,13-02-2023,Africa,Toys,Doll,50,312.88,0,15644,14813.2,830.8
ORD104651,12-01-2023,Europe,Home,Vacuum,50,97.08,0.1,4368.6,3817.66,550.94
ORD110727,13-06-2023,Asia,Electronics,Headphones,100,230.88,,,25559.09,
ORD109322,04-08-2023,Asia,Home,Blender,3,219.23,0.1,591.921,602.79,-10.869
ORD104193,05-04-2023,Europe,Electronics,Laptop,2,58.95,0.05,112.005,103.84,8.165
ORD104531,19-01-2023,North America,Toys,Doll,1,477.69,0.2,382.152,356.84,25.312
ORD103849,01-11-2023,North America,Home,Vacuum,5,39.97,0.2,159.88,218.12,-58.24
ORD111065,17-06-2023,Europe,Toys,Puzzle,10,197.52,,,2365.51,
ORD105761,26-11-2023,South America,Books,Biography,100,154.05,0.1,13864.5,15086.93,-1222.43
ORD100835,15-08-2023,Europe,Clothing,Shoes,1,45.98,,,51.75,
ORD104236,03-09-2023,Asia,Electronics,Headphones,100,183.96,0.1,16556.4,14698.59,1857.81
ORD100472,01-07-2023,Africa,Home,Vacuum,5,430.44,0.05,2044.59,2357.54,-312.95
ORD100458,24-01-2023,North America,Toys,Board Game,100,467.58,0.1,42082.2,32796.26,9285.94
ORD105800,23-09-2023,South America,Home,Blender,1,445.08,0,445.08,474.68,-29.6
ORD107083,26-05-2023,Africa,Toys,Puzzle,100,176.94,0.1,15924.6,19400.14,-3475.54
ORD102733,26-09-2023,Asia,Books,Novel,2,482.3,0.2,771.68,1074.83,-303.15
ORD106971,23-04-2023,Europe,Home,Lamp,2,218.3,0.1,392.94,446.02,-53.08
ORD100047,09-07-2023,Asia,Clothing,Jacket,2,126.03,,,263.91,
ORD103995,09-03-2023,Asia,Clothng,Unknown,10,278,0,2780,2999.33,-219.33
ORD110813,15-03-2023,Africa,Electronics,Headphones,5,113.46,0.3,397.11,572.18,-175.07
ORD105301,2023-13-40,North America,Electronics,Laptop,1,497.24,0.1,447.516,377.14,70.376
ORD111801,15-04-2023,North America,Clothing,Jacket,1,159.16,0,159.16,161.49,-2.33
ORD108274,12-03-2023,Africa,Toys,Drone,5,354.82,0,1774.1,1390.71,383.39
ORD109128,20-08-2023,North America,Clothing,Shoes,1,175.18,0.05,166.421,167.3,-0.879
ORD105913,28-12-2023,South America,Clothing,T-Shirt,50,376.75,0.05,17895.625,20215.55,-2319.925
ORD106218,13-02-2023,Africa,Electronics,Headphones,10,329.26,,,3058.41,
ORD104507,06-11-2023,Asia,Books,Novel,2,424.9,0.05,807.31,639.28,168.03
ORD105389,16-12-2023,Europe,Clothing,Jacket,50,18.99,0.1,854.55,988.43,-133.88
ORD108230,15-05-2023,South America,Home,Lamp,100,221.35,0.2,17708,22368.49,-4660.49
ORD104719,24-03-2023,Africa,Electronics,Headphones,5,401.86,0.2,1607.44,1814.35,-206.91
ORD107318,22-06-2023,Africa,Electronics,Headphones,1,268.57,0,268.57,210.27,58.3
ORD104390,05-11-2023,Europe,Books,Sci-Fi,3,320.85,0,962.55,997.6,-35.05
ORD101914,10-08-2023,Asia,Electronics,Camera,50,448.49,0.2,17939.6,26034.68,-8095.08
ORD109066,25-01-2023,South America,Home,Cookware,50,59.24,0,2962,2371.71,590.29
ORD111931,27-06-2023,South America,Books,Novel,2,451.83,0,903.66,1067.57,-163.91
ORD104317,10-03-2023,North America,Toys,Drone,10,237.15,0,2371.5,2463.12,-91.62
ORD111453,24-03-2023,North America,Books,Novel,50,172.77,,,6422.95,
ORD105902,05-07-2023,Africa,Home,Vacuum,3,45.06,0.05,128.421,130.71,-2.289
ORD103508,19-08-2023,Asia,Toys,Board Game,50,100.11,0.1,4504.95,4690.04,-185.09
ORD101983,18-08-2023,Europe,Clothing,T-Shirt,100,160.28,0.05,15226.6,15735.16,-508.56
ORD109487,05-01-2023,Europe,Toys,Board Game,5,496.29,0.1,2233.305,1763.63,469.675
ORD109274,05-09-2023,Europe,Electronics,Headphones,1,209.31,0.3,146.517,203.44,-56.923
ORD101154,09-03-2023,Europe, electronics ,Unknown,1,316.82,0.05,300.979,358.9,-57.921
ORD102840,23-04-2023,North America, electronics ,Unknown,100,97.95,0.2,7836,8290.32,-454.32
ORD102514,31-12-2023,Africa,Home,Lamp,5,329.23,,,1396.18,
ORD111480,07-05-2023,North America,Books,Novel,5,57.59,0.05,273.5525,274.22,-0.6675
ORD103959,08-08-2023,North America,Electronics,Camera,50,141.93,,,6932.25,
ORD101887,17-01-2023,South America,Books,Self Help,50,256.12,0.2,10244.8,12340.42,-2095.62
ORD101849,13-02-2023,North America,Clothing,Jeans,5,25.34,0.2,101.36,141.01,-39.65
ORD110463,13-03-2023,South America,Home,Blender,3,367.4,0.1,991.98,943.77,48.21
ORD107097,01-06-2023,Asia,Toys,Board Game,2,35.99,,,69.72,
ORD104938,27-08-2023,Europe,Electronics,Camera,5,477.83,0.2,1911.32,2692.02,-780.7
ORD103493,19-05-2023,South America,Home,Lamp,1,79.45,0,79.45,69.68,9.77
ORD105813,22-12-2023,North America,Books,Self Help,2,262.55,0.05,498.845,455.04,43.805
ORD110461,11-05-2023,South America,Electronics,Camera,1,450.88,,,342.39,
ORD104604,29-04-2023,South America,Toys,Puzzle,2,114.85,,,253.32,
ORD109394,15-01-2023,North America,Books,Novel,5,450.11,,,2448.09,
ORD111627,09-11-2023,North America,Electronics,Camera,1,483.08,,,464.93,
ORD107367,22-10-2023,Asia,ELECTRONICS,Unknown,50,482.71,0.2,19308.4,28904.69,-9596.29
ORD106119,04-07-2023,Asia,Home,Cookware,3,155.8,0.1,420.66,547,-126.34
ORD101995,12-07-2023,North America,Electronics,Camera,2,374.6,0.1,674.28,677.26,-2.98
ORD103168,08-08-2023,Europe,Clothing,Jacket,50,314.01,0.05,14915.475,11447.76,3467.715
ORD100883,27-05-2023,Africa,Home,Blender,1,75.77,,,53.04,
ORD110038,20-10-2023,South America,Clothing,T-Shirt,1,238.24,,,197.53,
ORD110046,04-03-2023,Europe,Home,Blender,5,162.08,0.3,567.28,614.68,-47.4
ORD100467,27-12-2023,North America,ELECTRONICS,Unknown,50,453.29,0.3,15865.15,18295.07,-2429.92
ORD107206,28-06-2023,South America,Electronics,Smartphone,50,270.3,0.05,12839.25,14946.9,-2107.65
ORD106625,21-11-2023,North America,Toys,Drone,1,33.16,0.1,29.844,24.35,5.494
ORD101112,27-09-2023,South America,Books,Novel,3,31.53,0.05,89.8605,73.16,16.7005
ORD103346,05-09-2023,North America,Books,Novel,10,35.26,0.1,317.34,391.02,-73.68
ORD106311,02-03-2023,Europe,Books,Novel,100,40.43,0.1,3638.7,3626.54,12.16
ORD107780,30-08-2023,North America,Books,Sci-Fi,5,449.31,0.05,2134.2225,2590.82,-456.5975
ORD101286,29-11-2023,South America,Clothing,Shoes,100,167.39,0.05,15902.05,19411.16,-3509.11
ORD102008,03-07-2023,Africa,Toys,Doll,1,369.89,0.05,351.3955,315.4,35.9955
ORD107355,25-07-2023,North America,Home,Cookware,100,398.08,0.1,35827.2,45509.56,-9682.36
ORD109586,03-11-2023,South America,Toys,Doll,50,88.15,0.1,3966.75,4606.86,-640.11
ORD101978,03-09-2023,Africa,Books,Novel,1,245.6,0.05,233.32,250.76,-17.44
ORD103572,14-09-2023,Africa,Electronics,Smartphone,50,315.05,0.3,11026.75,14067.73,-3040.98
ORD106700,15-01-2023,Africa,Toys,Board Game,5,122.35,0.05,581.1625,463.08,118.0825
ORD111097,22-08-2023,Europe,Clothing,Jeans,50,150.42,0.05,7144.95,8316,-1171.05
ORD106980,21-09-2023,North America,Toys,Drone,1,200,0.2,160,197.44,-37.44
ORD100736,27-08-2023,Africa,Home,Lamp,2,276.86,0.2,442.976,599.62,-156.644
ORD103404,12-07-2023,Europe,Home,Lamp,3,67.14,0.2,161.136,218.4,-57.264
ORD102691,24-04-2023,North America,Books,Novel,100,141.46,0,14146,9944.36,4201.64
ORD105481,25-03-2023,Africa,Toys,Doll,10,98.74,0,987.4,838.15,149.25
ORD105879,29-11-2023,Asia,books,Unknown,2,222.34,0.05,422.446,460.94,-38.494
ORD102762,2023-13-40,South America,Electronics,Smartphone,5,418.38,0.2,1673.52,1696.49,-22.97
ORD108871,15-09-2023,Asia,Books,Self Help,10,45.97,0,459.7,322.22,137.48
ORD109917,15-02-2023,Europe,Books,Sci-Fi,2,409.22,0.3,572.908,808.86,-235.952
ORD108370,08-10-2023,Asia, electronics ,Unknown,1,367.66,0.3,257.362,275.34,-17.978
ORD109836,20-07-2023,Asia,Clothing,T-Shirt,1,394.1,0,394.1,312.93,81.17
ORD109622,12-02-2023,North America,Home,Blender,10,477.14,0.3,3339.98,5122.17,-1782.19
ORD102510,21-09-2023,Asia,Home,Cookware,50,255.48,0.2,10219.2,15193.8,-4974.6
ORD107879,17-01-2023,South America,Clothing,Jacket,5,9.02,0.1,40.59,53.81,-13.22
ORD104890,15-05-2023,North America,Home,Lamp,3,147.38,0,442.14,508.4,-66.26
ORD101996,24-01-2023,Africa,Clothing,T-Shirt,50,73.53,0.05,3492.675,2640.45,852.225
ORD111653,04-10-2023,South America,Home,Cookware,2,341.98,,,582.22,
ORD109577,18-09-2023,Asia,Electronics,Smartphone,2,125.11,0,250.22,292.7,-42.48
ORD102218,06-07-2023,North America,Clothing,T-Shirt,50,410.39,0.2,16415.6,24057.58,-7641.98
ORD106038,22-01-2023,Europe,Books,Sci-Fi,5,250.6,,,1013.49,
ORD106930,23-11-2023,Asia,ELECTRONICS,Unknown,5,438.27,0.1,1972.215,1846.57,125.645
ORD101125,17-08-2023,Asia,Books,Sci-Fi,2,259.04,0,518.08,547.96,-29.88
ORD109168,23-06-2023,Europe,Clothing,Jeans,50,50.89,0.1,2290.05,2756.96,-466.91
ORD107443,04-11-2023,North America,Clothing,T-Shirt,50,338.3,0.05,16069.25,20247.94,-4178.69
ORD109874,25-03-2023,Africa,Electronics,Headphones,50,484.61,0.2,19384.4,17457.96,1926.44
ORD104401,20-02-2023,Asia,Toys,Board Game,10,167.63,0.3,1173.41,1624.06,-450.65
ORD108572,27-10-2023,South America,Home,Lamp,50,184.85,0.05,8780.375,9849.63,-1069.255
ORD101566,29-10-2023,South America,Books,Biography,2,152.57,0.1,274.626,224.42,50.206
ORD110263,23-11-2023,Asia,Electronics,Laptop,10,202.72,,,1672.82,
ORD102338,28-10-2023,Asia,Books,Novel,50,377.47,,,14556.86,
ORD104958,28-03-2023,Africa,Books,Self Help,2,346.46,0.3,485.044,819,-333.956
ORD102211,19-11-2023,North America,Clothing,T-Shirt,50,282.41,0,14120.5,15002.56,-882.06
ORD101918,15-10-2023,North America,Toys,Doll,100,190.37,0.3,13325.9,16678.3,-3352.4
ORD104936,10-09-2023,Europe,Books,Self Help,50,83.2,0,4160,4771.07,-611.07
ORD103238,12-08-2023,North America,Clothing,Shoes,3,37.04,0.05,105.564,113.68,-8.116
ORD111125,13-05-2023,Europe,Electronics,Camera,100,55.45,0.1,4990.5,6124.64,-1134.14
ORD103603,11-07-2023,Europe,books,Unknown,10,380.98,0.2,3047.84,4056.36,-1008.52
ORD110465,04-10-2023,Asia,Electronics,Smartphone,3,358.43,0.2,860.232,1033.39,-173.158
ORD104735,10-01-2023,Asia,Home,Vacuum,3,100.11,0.05,285.3135,237.11,48.2035
ORD105060,10-11-2023,Europe,Clothing,Shoes,100,298.94,0.3,20925.8,26691.11,-5765.31
ORD101864,27-07-2023,North America,books,Unknown,2,372.43,,,583.54,
ORD106324,21-05-2023,South America,Home,Cookware,3,43.66,0.2,104.784,138.69,-33.906
ORD106680,05-05-2023,North America,Books,Novel,100,54.85,0.05,5210.75,5725.26,-514.51
ORD104568,01-08-2023,Africa,Home,Cookware,1,6.26,0,6.26,6.35,-0.09
ORD100934,07-04-2023,Africa,Home,Cookware,5,200.96,0.05,954.56,900.11,54.45
ORD100516,11-11-2023,Asia,Toys,Board Game,50,491.02,0,24551,27921.23,-3370.23
ORD103396,18-06-2023,Africa,Books,Sci-Fi,5,316.62,0.2,1266.48,1866.24,-599.76
ORD104684,08-06-2023,North America,Electronics,Laptop,10,73.43,0,734.3,565.24,169.06
ORD101970,26-12-2023,Asia,Toys,Doll,1,399.97,0.05,379.9715,308.3,71.6715
ORD100592,10-01-2023,Asia,Home,Blender,1,405.88,0.3,284.116,462.75,-178.634
ORD110284,16-06-2023,South America,Books,Biography,50,139.3,,,8034.9,
ORD109610,09-05-2023,North America,Home,Blender,100,352.21,0.1,31698.9,37000.62,-5301.72
ORD104842,07-08-2023,Africa,Toys,Drone,1,79.73,0,79.73,88.3,-8.57
ORD105297,24-06-2023,South America,Clothing,Jeans,5,327.16,0.05,1554.01,1386.67,167.34
ORD111041,11-08-2023,North America,Home,Cookware,1,402.07,0.1,361.863,282.8,79.063
ORD101767,14-09-2023,Africa,books,Unknown,2,155.33,0.3,217.462,323.01,-105.548
ORD104628,11-10-2023,Africa,Clothng,Unknown,100,242.4,0.05,23028,18883.05,4144.95
ORD103305,07-01-2023,South America,Clothing,Jeans,2,116,0,232,255.61,-23.61
ORD102852,10-06-2023,North America,Books,Biography,5,406.9,,,1871.94,
ORD100972,01-02-2023,Europe,Books,Sci-Fi,10,355.38,0,3553.8,3188.93,364.87
ORD103869,14-03-2023,Asia, electronics ,Unknown,10,48.95,0.1,440.55,572.24,-131.69
ORD111068,08-06-2023,North America,Books,Biography,3,255.83,0.05,729.1155,815.35,-86.2345
ORD100082,12-04-2023,North America,Clothing,Jeans,10,238.38,0,2383.8,1763.58,620.22
ORD106503,26-02-2023,Asia,Clothng,Unknown,10,129.08,,,1451.35,
ORD109937,08-04-2023,Europe,Toys,Doll,3,180.94,0.3,379.974,442.18,-62.206
ORD105672,2023-13-40,South America,Toys,Drone,2,418.34,0,836.68,697.59,139.09
ORD108039,30-04-2023,North America,Electronics,Headphones,2,481.14,0.1,866.052,732.88,133.172
ORD104568,28-12-2023,Africa,Books,Sci-Fi,5,277.22,0.1,1247.49,1277.73,-30.24
ORD100488,19-08-2023,Europe,Toys,Doll,3,168.01,0,504.03,453.65,50.38
ORD109022,10-01-2023,Asia,Electronics,Headphones,100,308.63,0.2,24690.4,22349.27,2341.13
ORD103585,10-07-2023,North America,Electronics,Camera,2,372.82,0.2,596.512,585.47,11.042
ORD109401,07-02-2023,Europe,Toys,Board Game,2,88.24,0.1,158.832,205.97,-47.138
ORD103762,22-12-2023,Europe,Clothng,Unknown,50,32.74,0,1637,1725.42,-88.42
ORD106327,10-03-2023,North America,Clothing,Jeans,100,100.65,0.1,9058.5,11796.31,-2737.81
ORD103667,01-08-2023,Europe,Books,Biography,10,265.02,0.05,2517.69,2495.53,22.16
ORD100295,15-03-2023,Africa,Toys,Doll,50,88.42,0.1,3978.9,3394.88,584.02
ORD107185,01-06-2023,South America,Toys,Puzzle,5,175.11,0.05,831.7725,686.31,145.4625
ORD107864,28-09-2023,Africa,Home,Blender,3,120.59,0.2,289.416,314.2,-24.784
ORD111053,15-05-2023,South America,Electronics,Smartphone,2,263.23,0.1,473.814,561.33,-87.516
ORD104398,09-08-2023,Asia,Toys,Drone,10,319.66,0.2,2557.28,3424.05,-866.77
ORD107842,01-02-2023,Africa,Clothing,Jacket,5,57.84,0.05,274.74,304.65,-29.91
ORD100354,21-06-2023,South America,Electronics,Smartphone,5,215.81,0,1079.05,1011.58,67.47
ORD101457,04-08-2023,Europe,Books,Novel,1,473.06,,,534.22,
ORD105833,22-03-2023,Africa,Books,Novel,5,477.92,0.05,2270.12,2096.78,173.34
ORD110966,19-09-2023,Europe,Electronics,Camera,10,423.17,0,4231.7,3449.64,782.06
ORD108980,15-07-2023,South America,Electronics,Laptop,10,279.67,0.1,2517.03,2128.13,388.9
ORD104879,04-09-2023,North America,Electronics,Camera,5,161.46,,,653.14,
ORD103426,26-05-2023,South America,Toys,Drone,100,425.04,0.1,38253.6,37462.04,791.56
ORD103663,2023-13-40,Asia,Home,Cookware,1,344,0.3,240.8,241.16,-0.36
ORD101016,29-07-2023,Europe,Clothing,Jeans,10,432.99,0.05,4113.405,4237.88,-124.475
ORD108201,19-10-2023,Africa,Clothing,Jacket,3,398.24,0.1,1075.248,847.05,228.198
ORD105079,25-02-2023,Asia,Home,Blender,100,143.52,0,14352,16508.08,-2156.08
ORD100650,28-08-2023,Africa,Books,Self Help,50,134.21,,,5457.83,
ORD109988,14-02-2023,Africa,Clothing,T-Shirt,3,469.37,0.3,985.677,1604.88,-619.203
ORD104854,17-09-2023,Africa,Electronics,Laptop,2,499.02,0.1,898.236,945.19,-46.954
ORD104379,08-09-2023,Africa,Home,Cookware,10,79.51,0.3,556.57,901.03,-344.46
ORD102551,23-09-2023,Europe,books,Unknown,1,290.9,,,296.64,
ORD101805,31-03-2023,South America,ELECTRONICS,Unknown,100,450.92,0.05,42837.4,44850.84,-2013.44
ORD104353,29-10-2023,Africa,Books,Self Help,2,118.63,0.05,225.397,183.75,41.647
ORD107046,16-06-2023,North America,Home,Vacuum,100,439.56,,,51016.12,
ORD105623,22-10-2023,North America,Electronics,Laptop,3,255.89,,,690.54,
ORD103273,11-04-2023,Africa,Home,Lamp,2,131.89,,,198.5,
ORD110647,14-08-2023,North America,Electronics,Headphones,5,152.69,0.05,725.2775,906.29,-181.0125
ORD107909,14-03-2023,Africa,Electronics,Smartphone,2,150.02,,,244.08,
ORD106306,16-07-2023,Asia,Clothing,Jacket,3,30.58,0.1,82.566,65.59,16.976
ORD107333,21-12-2023,South America,Clothing,Jeans,1,7.63,0.1,6.867,7.54,-0.673
ORD104338,03-02-2023,North America,Toys,Board Game,5,149.79,0,748.95,732.8,16.15
ORD104104,04-10-2023,South America,Books,Self Help,1,335.49,0,335.49,290.71,44.78
ORD110830,07-08-2023,Asia,Home,Cookware,100,150.85,,,16915.66,
ORD107075,13-02-2023,Africa,Books,Sci-Fi,2,97.26,0.05,184.794,232.29,-47.496
ORD101828,05-11-2023,Africa,Toys,Board Game,10,7.76,,,64.99,
ORD106665,15-04-2023,South America,Toys,Doll,1,255.04,0.05,242.288,199.46,42.828
ORD105834,12-09-2023,Asia,Toys,Board Game,1,413.57,0.2,330.856,435.28,-104.424
ORD104060,13-09-2023,North America,Electronics,Camera,2,77.4,0.05,147.06,184.98,-37.92
ORD103966,2023-13-40,Africa,Home,Vacuum,10,253.6,0.05,2409.2,2388.97,20.23
ORD109087,28-09-2023,North America,Clothing,Shoes,2,123.2,0.1,221.76,294.67,-72.91
ORD100156,22-03-2023,North America,Home,Cookware,50,228.16,0.3,7985.6,9409.42,-1423.82
ORD110774,18-03-2023,Africa,Home,Vacuum,3,268.49,0.05,765.1965,814.76,-49.5635
ORD102961,12-05-2023,Europe,Home,Blender,1,162.79,0.05,154.6505,130.84,23.8105
ORD111903,09-09-2023,Africa, electronics ,Unknown,100,276.43,0.05,26260.85,30309.33,-4048.48
ORD106029,25-05-2023,North America,Books,Sci-Fi,50,309.78,0,15489,13016.31,2472.69
