Order_ID,Order_Date,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Revenue,Cost,Profit
ORD109322,2023-04-08 00:00:00,Asia,Home,Blender,3,219.23,0.1,591.921,602.79,-10.869
ORD104193,2023-05-04 00:00:00,Europe,Electronics,Laptop,2,58.95,0.05,112.005,103.84,8.165
ORD103849,2023-01-11 00:00:00,North America,Home,Vacuum,5,39.97,0.2,159.88,218.12,-58.24
ORD104236,2023-03-09 00:00:00,Asia,Electronics,Headphones,100,183.96,0.1,16556.4,14698.59,1857.81
ORD100472,2023-01-07 00:00:00,Africa,Home,Vacuum,5,430.44,0.05,2044.59,2357.54,-312.95
ORD100047,2023-09-07 00:00:00,Asia,Clothing,Jacket,2,126.03,0.1,,263.91,
ORD103995,2023-09-03 00:00:00,Asia,Clothng,Unknown,10,278.0,0.0,2780.0,2999.33,-219.33
ORD108274,2023-12-03 00:00:00,Africa,Toys,Drone,5,354.82,0.0,1774.1,1390.71,383.39
ORD104507,2023-06-11 00:00:00,Asia,Books,Novel,2,424.9,0.05,807.31,639.28,168.03
ORD104390,2023-05-11 00:00:00,Europe,Books,Sci-Fi,3,320.85,0.0,962.55,997.6,-35.05
ORD101914,2023-10-08 00:00:00,Asia,Electronics,Camera,50,448.49,0.2,17939.6,26034.68,-8095.08
ORD104317,2023-10-03 00:00:00,North America,Toys,Drone,10,237.15,0.0,2371.5,2463.12,-91.62
ORD105902,2023-05-07 00:00:00,Africa,Home,Vacuum,3,45.06,0.05,128.421,130.71,-2.289
ORD109487,2023-05-01 00:00:00,Europe,Toys,Board Game,5,496.29,0.1,2233.305,1763.63,469.675
ORD109274,2023-05-09 00:00:00,Europe,Electronics,Headphones,1,209.31,0.3,146.517,203.44,-56.923
ORD101154,2023-09-03 00:00:00,Europe, electronics ,Unknown,1,316.82,0.05,300.979,358.9,-57.921
ORD111480,2023-07-05 00:00:00,North America,Books,Novel,5,57.59,0.05,273.5525,274.22,-0.6675
ORD103959,2023-08-08 00:00:00,North America,Electronics,Camera,50,141.93,0.1,,6932.25,
ORD107097,2023-01-06 00:00:00,Asia,Toys,Board Game,2,35.99,0.1,,69.72,
ORD110461,2023-11-05 00:00:00,South America,Electronics,Camera,1,450.88,0.1,,342.39,
ORD111627,2023-09-11 00:00:00,North America,Electronics,Camera,1,483.08,0.1,,464.93,
ORD106119,2023-04-07 00:00:00,Asia,Home,Cookware,3,155.8,0.1,420.66,547.0,-126.34
ORD101995,2023-12-07 00:00:00,North America,Electronics,Camera,2,374.6,0.1,674.28,677.26,-2.98
ORD103168,2023-08-08 00:00:00,Europe,Clothing,Jacket,50,314.01,0.05,14915.475,11447.76,3467.715
ORD110046,2023-04-03 00:00:00,Europe,Home,Blender,5,162.08,0.3,567.28,614.68,-47.4
ORD103346,2023-05-09 00:00:00,North America,Books,Novel,10,35.26,0.1,317.34,391.02,-73.68
ORD106311,2023-02-03 00:00:00,Europe,Books,Novel,100,40.43,0.1,3638.7,3626.54,12.16
ORD102008,2023-03-07 00:00:00,Africa,Toys,Doll,1,369.89,0.05,351.3955,315.4,35.9955
ORD109586,2023-03-11 00:00:00,South America,Toys,Doll,50,88.15,0.1,3966.75,4606.86,-640.11
ORD101978,2023-03-09 00:00:00,Africa,Books,Novel,1,245.6,0.05,233.32,250.76,-17.44
ORD103404,2023-12-07 00:00:00,Europe,Home,Lamp,3,67.14,0.2,161.136,218.4,-57.264
ORD108370,2023-08-10 00:00:00,Asia, electronics ,Unknown,1,367.66,0.3,257.362,275.34,-17.978
ORD109622,2023-12-02 00:00:00,North America,Home,Blender,10,477.14,0.3,3339.98,5122.17,-1782.19
ORD111653,2023-04-10 00:00:00,South America,Home,Cookware,2,341.98,0.1,,582.22,
ORD102218,2023-06-07 00:00:00,North America,Clothing,T-Shirt,50,410.39,0.2,16415.6,24057.58,-7641.98
ORD107443,2023-04-11 00:00:00,North America,Clothing,T-Shirt,50,338.3,0.05,16069.25,20247.94,-4178.69
ORD104936,2023-10-09 00:00:00,Europe,Books,Self Help,50,83.2,0.0,4160.0,4771.07,-611.07
ORD103238,2023-12-08 00:00:00,North America,Clothing,Shoes,3,37.04,0.05,105.564,113.68,-8.116
ORD103603,2023-11-07 00:00:00,Europe,books,Unknown,10,380.98,0.2,3047.84,4056.36,-1008.52
ORD110465,2023-04-10 00:00:00,Asia,Electronics,Smartphone,3,358.43,0.2,860.232,1033.39,-173.158
ORD104735,2023-10-01 00:00:00,Asia,Home,Vacuum,3,100.11,0.05,285.3135,237.11,48.2035
ORD105060,2023-10-11 00:00:00,Europe,Clothing,Shoes,100,298.94,0.3,20925.8,26691.11,-5765.31
ORD106680,2023-05-05 00:00:00,North America,Books,Novel,100,54.85,0.05,5210.75,5725.26,-514.51
ORD104568,2023-01-08 00:00:00,Africa,Home,Cookware,1,6.26,0.0,6.26,6.35,-0.09
ORD100934,2023-07-04 00:00:00,Africa,Home,Cookware,5,200.96,0.05,954.56,900.11,54.45
ORD100516,2023-11-11 00:00:00,Asia,Toys,Board Game,50,491.02,0.0,24551.0,27921.23,-3370.23
ORD104684,2023-08-06 00:00:00,North America,Electronics,Laptop,10,73.43,0.0,734.3,565.24,169.06
ORD100592,2023-10-01 00:00:00,Asia,Home,Blender,1,405.88,0.3,284.116,462.75,-178.634
ORD109610,2023-09-05 00:00:00,North America,Home,Blender,100,352.21,0.1,31698.9,37000.62,-5301.72
ORD104842,2023-07-08 00:00:00,Africa,Toys,Drone,1,79.73,0.0,79.73,88.3,-8.57
ORD111041,2023-11-08 00:00:00,North America,Home,Cookware,1,402.07,0.1,361.863,282.8,79.063
ORD104628,2023-11-10 00:00:00,Africa,Clothng,Unknown,100,242.4,0.05,23028.0,18883.05,4144.95
ORD103305,2023-07-01 00:00:00,South America,Clothing,Jeans,2,116.0,0.0,232.0,255.61,-23.61
ORD102852,2023-10-06 00:00:00,North America,Books,Biography,5,406.9,0.1,,1871.94,
ORD100972,2023-01-02 00:00:00,Europe,Books,Sci-Fi,10,355.38,0.0,3553.8,3188.93,364.87
ORD111068,2023-08-06 00:00:00,North America,Books,Biography,3,255.83,0.05,729.1155,815.35,-86.2345
ORD100082,2023-12-04 00:00:00,North America,Clothing,Jeans,10,238.38,0.0,2383.8,1763.58,620.22
ORD109937,2023-08-04 00:00:00,Europe,Toys,Doll,3,180.94,0.3,379.974,442.18,-62.206
ORD109022,2023-10-01 00:00:00,Asia,Electronics,Headphones,100,308.63,0.2,24690.4,22349.27,2341.13
ORD103585,2023-10-07 00:00:00,North America,Electronics,Camera,2,372.82,0.2,596.512,585.47,11.042
ORD109401,2023-07-02 00:00:00,Europe,Toys,Board Game,2,88.24,0.1,158.832,205.97,-47.138
ORD106327,2023-10-03 00:00:00,North America,Clothing,Jeans,100,100.65,0.1,9058.5,11796.31,-2737.81
ORD103667,2023-01-08 00:00:00,Europe,Books,Biography,10,265.02,0.05,2517.69,2495.53,22.16
ORD107185,2023-01-06 00:00:00,South America,Toys,Puzzle,5,175.11,0.05,831.7725,686.31,145.4625
ORD104398,2023-09-08 00:00:00,Asia,Toys,Drone,10,319.66,0.2,2557.28,3424.05,-866.77
ORD107842,2023-01-02 00:00:00,Africa,Clothing,Jacket,5,57.84,0.05,274.74,304.65,-29.91
ORD101457,2023-04-08 00:00:00,Europe,Books,Novel,1,473.06,0.1,,534.22,
ORD104879,2023-04-09 00:00:00,North America,Electronics,Camera,5,161.46,0.1,,653.14,
ORD104379,2023-08-09 00:00:00,Africa,Home,Cookware,10,79.51,0.3,556.57,901.03,-344.46
ORD103273,2023-11-04 00:00:00,Africa,Home,Lamp,2,131.89,0.1,,198.5,
ORD104338,2023-03-02 00:00:00,North America,Toys,Board Game,5,149.79,0.0,748.95,732.8,16.15
ORD104104,2023-04-10 00:00:00,South America,Books,Self Help,1,335.49,0.0,335.49,290.71,44.78
ORD110830,2023-07-08 00:00:00,Asia,Home,Cookware,100,150.85,0.1,,16915.66,
ORD101828,2023-05-11 00:00:00,Africa,Toys,Board Game,10,7.76,0.1,,64.99,
ORD105834,2023-12-09 00:00:00,Asia,Toys,Board Game,1,413.57,0.2,330.856,435.28,-104.424
ORD102961,2023-12-05 00:00:00,Europe,Home,Blender,1,162.79,0.05,154.6505,130.84,23.8105
ORD111903,2023-09-09 00:00:00,Africa, electronics ,Unknown,100,276.43,0.05,26260.85,30309.33,-4048.48
ORD104278,2023-11-10 00:00:00,South America,Electronics,Laptop,5,405.64,0.3,1419.74,1436.14,-16.4
ORD106610,2023-02-04 00:00:00,South America,Toys,Board Game,2,151.4,0.1,272.52,291.67,-19.15
ORD100151,2023-12-11 00:00:00,South America,Toys,Drone,50,203.33,0.2,8133.2,8955.86,-822.66
ORD103813,2023-04-01 00:00:00,South America,Books,Sci-Fi,10,57.04,0.0,570.4,650.81,-80.41
ORD107150,2023-08-11 00:00:00,Africa,Clothing,T-Shirt,3,426.58,0.05,1215.753,1208.89,6.863
ORD104429,2023-08-09 00:00:00,Africa,Home,Blender,3,213.21,0.0,639.63,601.11,38.52
ORD107648,2023-12-02 00:00:00,North America,Books,Self Help,2,499.29,0.1,898.722,1101.6,-202.878
ORD106467,2023-04-04 00:00:00,South America,Clothing,T-Shirt,10,373.81,0.2,2990.48,4422.16,-1431.68
ORD100450,2023-12-11 00:00:00,North America,Electronics,Headphones,100,491.64,0.3,34414.8,52984.79,-18569.99
ORD108591,2023-06-05 00:00:00,South America,Toys,Drone,5,385.33,0.2,1541.32,1679.56,-138.24
ORD106711,2023-03-05 00:00:00,Europe, electronics ,Unknown,2,465.59,0.1,838.062,751.77,86.292
ORD101168,2023-07-10 00:00:00,Europe,Electronics,Headphones,50,230.82,0.1,10386.9,10084.9,302.0
ORD101961,2023-05-09 00:00:00,South America,Toys,Doll,50,18.19,0.3,636.65,688.08,-51.43
ORD102762,2023-03-03 00:00:00,North America,Books,Sci-Fi,5,90.67,0.2,362.68,542.79,-180.11
ORD105969,2023-08-04 00:00:00,South America,Home,Blender,100,436.52,0.1,,31457.83,
ORD102347,2023-04-10 00:00:00,Europe,Electronics,Headphones,5,405.36,0.0,2026.8,1528.96,497.84
ORD109607,2023-04-03 00:00:00,Europe,Electronics,Laptop,1,222.47,0.3,155.729,174.39,-18.661
ORD100410,2023-09-04 00:00:00,Europe, electronics ,Unknown,5,320.4,0.2,1281.6,1610.8,-329.2
ORD107613,2023-08-11 00:00:00,North America,Books,Biography,50,143.33,0.0,7166.5,8158.5,-992.0
ORD103051,2023-09-02 00:00:00,Asia,Toys,Board Game,50,199.77,0.3,6991.95,10952.04,-3960.09
ORD103896,2023-02-09 00:00:00,South America,Toys,Puzzle,2,18.99,0.2,30.384,28.92,1.464
ORD109879,2023-02-07 00:00:00,Europe, electronics ,Unknown,2,476.37,0.3,666.918,669.41,-2.492
ORD106947,2023-11-02 00:00:00,Europe,Clothing,T-Shirt,10,337.26,0.05,3203.97,3509.76,-305.79
ORD100481,2023-12-12 00:00:00,South America,Books,Self Help,10,431.03,0.1,,4189.98,
ORD105925,2023-12-09 00:00:00,Asia,Clothing,T-Shirt,100,140.28,0.1,12625.2,15234.06,-2608.86
ORD106478,2023-07-05 00:00:00,Europe,Clothing,Shoes,50,371.99,0.05,17669.525,16245.81,1423.715
ORD110787,2023-07-08 00:00:00,North America,Clothing,Shoes,3,246.24,0.1,664.848,588.79,76.058
ORD105120,2023-06-01 00:00:00,North America,Home,Blender,1,24.79,0.1,22.311,23.59,-1.279
ORD104635,2023-12-08 00:00:00,Africa,ELECTRONICS,Unknown,50,391.33,0.1,,16081.32,
ORD106587,2023-06-07 00:00:00,South America,Electronics,Laptop,2,228.61,0.2,365.776,525.31,-159.534
ORD101926,2023-06-04 00:00:00,South America,Electronics,Camera,1,103.11,0.0,103.11,92.05,11.06
ORD108139,2023-08-11 00:00:00,Africa,Clothing,T-Shirt,5,331.88,0.1,1493.46,1637.33,-143.87
ORD109625,2023-12-10 00:00:00,Africa,Home,Vacuum,1,185.2,0.05,175.94,215.14,-39.2
ORD110472,2023-02-09 00:00:00,Asia,Electronics,Smartphone,10,10.33,0.2,82.64,97.15,-14.51
ORD105231,2023-03-04 00:00:00,South America,Electronics,Smartphone,1,176.95,0.1,,163.6,
ORD107903,2023-08-10 00:00:00,Europe,Clothing,Jacket,1,113.86,0.05,108.167,89.8,18.367
ORD102435,2023-08-02 00:00:00,Asia,Electronics,Headphones,5,93.65,0.1,421.425,448.5,-27.075
ORD103105,2024-01-01 00:00:00,South America,Toys,Puzzle,10,206.26,0.05,1959.47,1664.06,295.41
ORD101627,2023-02-06 00:00:00,Asia,Toys,Puzzle,100,74.7,0.0,7470.0,5379.8,2090.2
ORD105394,2023-01-03 00:00:00,South America,Electronics,Camera,100,287.77,0.1,,25695.65,
ORD107834,2023-03-11 00:00:00,Europe,Books,Sci-Fi,10,226.63,0.1,2039.67,2122.64,-82.97
ORD102375,2023-10-12 00:00:00,Europe,Home,Lamp,10,349.74,0.1,3147.66,2853.76,293.9
ORD104770,2023-05-03 00:00:00,North America,Clothing,Jacket,2,31.64,0.1,,49.75,
ORD104624,2023-03-08 00:00:00,South America,Books,Sci-Fi,1,332.94,0.0,332.94,317.95,14.99
ORD104068,2023-10-12 00:00:00,Europe,Electronics,Laptop,50,346.73,0.1,,19780.02,
ORD101274,2023-06-06 00:00:00,Africa,books,Unknown,100,332.0,0.05,31540.0,29092.93,2447.07
ORD103511,2023-05-05 00:00:00,North America,Toys,Drone,3,463.76,0.0,1391.28,1446.82,-55.54
ORD110688,2023-05-06 00:00:00,Europe,Clothing,Jeans,2,125.88,0.2,201.408,295.37,-93.962
ORD103193,2023-03-03 00:00:00,Africa,ELECTRONICS,Unknown,3,414.09,0.1,,1406.36,
ORD105785,2023-12-08 00:00:00,North America,Toys,Board Game,100,90.5,0.1,8145.0,7080.6,1064.4
ORD105090,2023-09-05 00:00:00,Europe,Clothing,Jeans,3,479.88,0.2,1151.712,1375.03,-223.318
ORD108904,2023-10-04 00:00:00,Europe,Home,Lamp,5,181.98,0.1,818.91,1010.37,-191.46
ORD111228,2023-09-07 00:00:00,Asia,Home,Cookware,50,374.08,0.05,17768.8,14928.04,2840.76
ORD110446,2023-07-07 00:00:00,South America,Electronics,Headphones,2,488.64,0.05,928.416,857.53,70.886
ORD107415,2023-05-09 00:00:00,Africa,Books,Biography,10,385.14,0.3,2695.98,3477.32,-781.34
ORD102948,2023-04-02 00:00:00,Asia,Home,Blender,1,192.83,0.05,183.1885,193.3,-10.1115
ORD104005,2023-05-10 00:00:00,North America,Clothing,Jacket,5,283.98,0.1,1277.91,1257.37,20.54
ORD100316,2023-10-05 00:00:00,Europe,ELECTRONICS,Unknown,5,399.33,0.1,1796.985,2028.56,-231.575
ORD106205,2023-08-09 00:00:00,North America,Toys,Drone,1,296.34,0.1,266.706,302.09,-35.384
ORD109512,2023-01-05 00:00:00,North America,Clothing,T-Shirt,5,194.66,0.0,973.3,836.65,136.65
ORD109575,2023-07-04 00:00:00,North America,Books,Biography,100,408.46,0.0,40846.0,29572.83,11273.17
ORD103689,2023-11-09 00:00:00,Africa,Electronics,Laptop,10,293.25,0.2,2346.0,3058.5,-712.5
ORD104081,2023-05-10 00:00:00,Europe,Clothing,Shoes,5,18.98,0.3,66.43,111.8,-45.37
ORD103152,2023-05-05 00:00:00,Europe,Toys,Board Game,100,34.46,0.0,3446.0,2959.76,486.24
ORD105742,2023-12-08 00:00:00,South America,Books,Novel,100,64.16,0.3,4491.2,5828.38,-1337.18
ORD108607,2023-09-02 00:00:00,Asia, electronics ,Unknown,3,461.59,0.1,1246.293,1200.71,45.583
ORD106830,2023-05-07 00:00:00,South America,Books,Novel,1,279.69,0.0,279.69,313.32,-33.63
ORD111090,2023-05-01 00:00:00,Africa,Clothing,Jacket,10,295.28,0.1,2657.52,3399.89,-742.37
ORD107903,2023-07-11 00:00:00,Asia,Electronics,Smartphone,50,190.91,0.2,7636.4,9845.78,-2209.38
ORD108021,2023-10-06 00:00:00,Asia,Toys,Drone,2,427.64,0.0,855.28,736.61,118.67
ORD110140,2023-06-09 00:00:00,South America,Toys,Board Game,10,31.06,0.2,248.48,333.68,-85.2
ORD108189,2023-06-10 00:00:00,South America,Books,Novel,50,454.8,0.3,15918.0,21904.41,-5986.41
ORD102750,2023-10-09 00:00:00,Africa, electronics ,Unknown,2,247.35,0.05,469.965,525.39,-55.425
ORD111833,2023-10-03 00:00:00,South America,Electronics,Camera,100,284.49,0.05,27026.55,28667.69,-1641.14
ORD101080,2023-07-10 00:00:00,Europe,Books,Self Help,5,54.71,0.1,,207.67,
ORD105165,2023-10-04 00:00:00,Africa,Toys,Board Game,100,248.74,0.1,,27211.53,
ORD106279,2023-05-08 00:00:00,Europe,Clothng,Unknown,10,254.26,0.1,,2054.12,
ORD104720,2023-09-04 00:00:00,South America,Books,Novel,50,105.15,0.0,5257.5,5105.42,152.08
ORD107864,2023-11-07 00:00:00,Europe,Toys,Board Game,50,410.76,0.3,14376.6,15045.53,-668.93
ORD104992,2023-09-11 00:00:00,South America,Electronics,Smartphone,100,204.29,0.2,16343.2,16611.56,-268.36
ORD100681,2023-06-07 00:00:00,Asia,Toys,Drone,50,20.7,0.0,1035.0,1145.96,-110.96
ORD103628,2023-04-07 00:00:00,Europe,Clothing,Jacket,3,222.16,0.3,466.536,644.17,-177.634
ORD101725,2023-05-04 00:00:00,North America,Books,Biography,100,387.35,0.05,36798.25,45434.23,-8635.98
ORD109389,2023-04-01 00:00:00,South America,Home,Blender,10,407.52,0.0,4075.2,4012.39,62.81
ORD100623,2023-08-11 00:00:00,Europe,Electronics,Smartphone,50,470.54,0.0,23527.0,23491.06,35.94
ORD102347,2023-02-07 00:00:00,North America,Clothing,Shoes,10,245.31,0.1,,2619.87,
ORD108555,2023-11-08 00:00:00,North America,Books,Biography,2,227.19,0.1,,330.26,
ORD102911,2023-10-08 00:00:00,South America,Books,Self Help,2,94.32,0.1,169.776,137.82,31.956
ORD111768,2023-07-07 00:00:00,South America,Books,Self Help,5,187.24,0.2,748.96,697.17,51.79
ORD100914,2023-12-01 00:00:00,Asia,Toys,Puzzle,3,25.86,0.1,69.822,82.64,-12.818
ORD104268,2023-11-10 00:00:00,North America,Home,Cookware,10,118.95,0.0,1189.5,1162.33,27.17
ORD110561,2023-03-04 00:00:00,Europe,Books,Sci-Fi,10,75.23,0.2,601.84,601.99,-0.15
ORD106617,2023-02-05 00:00:00,Africa,Toys,Doll,1,162.59,0.2,130.072,146.18,-16.108
ORD102334,2023-11-10 00:00:00,Europe,Clothing,Jacket,10,108.87,0.05,1034.265,974.7,59.565
ORD100811,2023-08-07 00:00:00,Europe,Toys,Board Game,100,490.47,0.0,49047.0,56455.28,-7408.28
ORD103173,2023-07-10 00:00:00,North America,Toys,Board Game,2,160.62,0.1,289.116,251.59,37.526
ORD108580,2023-02-07 00:00:00,Europe,Toys,Doll,10,100.15,0.1,901.35,761.76,139.59
ORD106578,2023-11-10 00:00:00,Asia,Toys,Drone,2,341.23,0.1,,683.76,
ORD103885,2023-01-07 00:00:00,South America,Books,Biography,5,485.28,0.1,,2248.79,
ORD100046,2023-09-06 00:00:00,Africa,Books,Sci-Fi,100,395.86,0.2,31668.8,38143.57,-6474.77
ORD103182,2023-05-04 00:00:00,Africa,Home,Vacuum,100,435.75,0.0,43575.0,45590.91,-2015.91
ORD111054,2023-06-06 00:00:00,South America,Home,Lamp,1,183.3,0.1,,156.96,
ORD106761,2023-08-10 00:00:00,Africa,Books,Self Help,2,385.78,0.05,732.982,879.52,-146.538
ORD100905,2023-04-02 00:00:00,Africa,Home,Vacuum,2,111.07,0.1,,194.98,
ORD106354,2023-11-02 00:00:00,Europe,Toys,Puzzle,1,315.36,0.3,220.752,249.66,-28.908
ORD105031,2023-09-04 00:00:00,Europe,Books,Biography,3,164.17,0.2,394.008,505.24,-111.232
ORD106831,2023-11-01 00:00:00,South America,Home,Cookware,1,366.27,0.1,329.643,303.03,26.613
ORD100352,2023-12-06 00:00:00,South America,ELECTRONICS,Unknown,100,81.3,0.1,7317.0,7948.4,-631.4
ORD102517,2023-05-03 00:00:00,Europe,books,Unknown,10,376.79,0.2,3014.32,2842.6,171.72
ORD111825,2023-03-07 00:00:00,North America,Books,Biography,5,420.4,0.2,1681.6,1979.76,-298.16
ORD111212,2023-11-05 00:00:00,South America,Clothing,Shoes,5,483.38,0.1,,2318.09,
ORD106786,2023-05-01 00:00:00,North America,Books,Novel,5,201.01,0.05,954.7975,741.62,213.1775
ORD110646,2023-04-12 00:00:00,North America,Clothing,Shoes,2,474.17,0.05,900.923,1135.75,-234.827
ORD111481,2023-09-12 00:00:00,South America,Books,Biography,10,306.99,0.1,,2496.31,
ORD111888,2023-02-08 00:00:00,Europe,Books,Sci-Fi,10,325.03,0.05,3087.785,3428.48,-340.695
ORD109350,2023-01-04 00:00:00,Africa,Books,Novel,5,363.85,0.05,1728.2875,1391.9,336.3875
ORD111518,2023-05-06 00:00:00,North America,Toys,Doll,10,330.97,0.1,2978.73,3075.07,-96.34
ORD104900,2023-12-11 00:00:00,North America,Books,Novel,3,102.99,0.0,308.97,321.27,-12.3
ORD109348,2023-12-03 00:00:00,Asia,Home,Cookware,50,496.62,0.0,24831.0,23918.35,912.65
ORD104382,2023-03-06 00:00:00,Africa,Clothing,Shoes,10,180.55,0.05,1715.225,1872.69,-157.465
ORD103941,2023-02-06 00:00:00,South America,Electronics,Laptop,5,67.24,0.2,268.96,315.11,-46.15
ORD102188,2023-01-09 00:00:00,Asia,Books,Biography,100,386.63,0.3,27064.1,28643.72,-1579.62
ORD100797,2023-04-12 00:00:00,Africa,Home,Blender,100,242.17,0.1,,24249.33,
ORD108926,2023-12-03 00:00:00,Europe,Toys,Board Game,100,246.82,0.2,19745.6,18234.6,1511.0
ORD101085,2023-04-02 00:00:00,Asia,Toys,Puzzle,1,477.47,0.1,,414.68,
ORD107718,2023-12-02 00:00:00,Africa,Electronics,Laptop,5,19.93,0.0,99.65,72.79,26.86
ORD101232,2023-12-04 00:00:00,Asia,Home,Cookware,3,109.85,0.05,313.0725,249.95,63.1225
ORD100029,2023-03-10 00:00:00,South America,Toys,Doll,100,301.73,0.05,28664.35,29229.95,-565.6
ORD100065,2023-01-11 00:00:00,Asia,Toys,Puzzle,100,369.31,0.0,36931.0,27686.9,9244.1
ORD100025,2023-09-07 00:00:00,Europe,Clothing,Jacket,5,207.76,0.2,831.04,1150.37,-319.33
ORD111630,2023-04-09 00:00:00,North America,Home,Lamp,5,312.1,0.1,,1572.47,
ORD103685,2023-01-02 00:00:00,Europe,Books,Biography,50,408.06,0.0,20403.0,17313.79,3089.21
ORD105933,2023-01-12 00:00:00,Asia,Electronics,Laptop,10,220.34,0.1,,2297.77,
ORD109627,2023-12-11 00:00:00,Asia,Toys,Board Game,100,319.76,0.3,22383.2,32871.73,-10488.53
ORD106328,2023-10-08 00:00:00,Asia,Toys,Puzzle,5,187.55,0.1,843.975,1030.29,-186.315
ORD111999,2023-12-02 00:00:00,Africa,Books,Biography,50,235.42,0.05,11182.45,13527.39,-2344.94
ORD100799,2023-05-06 00:00:00,Europe,Electronics,Headphones,3,219.43,0.1,,471.15,
ORD102343,2023-06-10 00:00:00,Europe,Electronics,Camera,10,173.98,0.05,1652.81,2031.79,-378.98
ORD107431,2023-06-08 00:00:00,Europe,Toys,Puzzle,100,480.76,0.05,45672.2,50972.93,-5300.73
ORD104531,2023-02-01 00:00:00,Africa,Clothing,Jacket,1,78.0,0.0,78.0,80.02,-2.02
ORD103017,2023-01-04 00:00:00,Europe,Clothing,Jeans,10,211.12,0.1,1900.08,1504.8,395.28
ORD102265,2023-12-10 00:00:00,Europe,Clothing,Jeans,2,476.55,0.2,762.48,1052.1,-289.62
ORD106918,2023-04-02 00:00:00,Asia,Books,Biography,2,189.17,0.2,302.672,364.06,-61.388
ORD111001,2023-11-06 00:00:00,Europe,Toys,Puzzle,5,50.3,0.3,176.05,229.13,-53.08
ORD105935,2023-02-02 00:00:00,South America,Toys,Puzzle,1,249.58,0.2,199.664,255.56,-55.896
ORD108952,2023-10-12 00:00:00,Asia,Home,Lamp,50,192.71,0.1,8671.95,9259.73,-587.78
